ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Source_comment,Coders
GB257-bara1370,bara1370,GB257,1,GB257-1,"This is not explicity acknowledged. There are no markers, no tone, no special word order, no V-NEG-V. Assumed to be marked via intonation. ",hvs_Omar_Malay-Malaysia[538],Omar 1983:538,JLA
GB257-bara1380,bara1380,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",g_JonesJones_Barasano[124],Jones & Jones 1991:124,HunterGatherer
GB257-bare1276,bare1276,GB257,1,GB257-1,"(Autotranslated from HG213:* -> GB257:*, given [1] HG213. Polar questions: intonation only)",s_Aikhenvald_Bare[46],Aikhenvald 1995: 46,AS;CB;MM;PE
GB257-bare1279,bare1279,GB257,1,GB257-1,,g_Lovestrand_Barain[211],Lovestrand 2012:211,JP
GB257-barg1252,barg1252,GB257,?,,It is not clear whether intonation alone can mark polar question or not. Polar questions all have rising intonation. ,"g_Hepner_Bargam[15,119]","Hepner (2006:15,119)",JY;TWI
GB257-bari1286,bari1286,GB257,1,GB257-1,,g_GallagherBaehr_Bariai[141],Gallagher & Baehr 2005:141,NP
GB257-baro1253,baro1253,GB257,1,GB257-1,,g_Du_Barok[61-62],Du 2010:61-62,NP
GB257-basa1282,basa1282,GB257,?,,Not mentioned nor found,s_Imoh_Bassa,Imoh (2014:i-179),JLA
GB257-basa1287,basa1287,GB257,?,,Short description. Potentially possible. ,s_Li_Basay[657-658],Li (1999:657-658),JG
GB257-bash1264,bash1264,GB257,1,GB257-1,"controversial sources. According to Poppe (1964:95-96), a question particle is obligatory.",g_Poppe_Bashkir[95-96];s_Juldasev_Bashkirskij[215],Juldasev (1997: 215); Poppe (1964:95-96),NH
GB257-basq1248,basq1248,GB257,1,GB257-1,,g_HualdeUrbana_Basque[467],Hualde (2003:467),JG;JLA;RHA
GB257-bata1285,bata1285,GB257,1,GB257-1,,s_Adams_Banoho[18],Adams (1907:18),JK
GB257-bata1289,bata1289,GB257,1,GB257-1,,g_Nababan_Toba-Batak[117],Nababan 1981:117,SR
GB257-bath1248,bath1248,GB257,1,GB257-1,,g_Owens_Nigerian-Arabic[184],Owens (1993:184),NB
GB257-bats1242,bats1242,GB257,?,,Nothing on intonation is mentioned,s_HoliskyGagua_Batsbi,Holisky & Gagua (1994) Desheriev (1953) Schiefner (1856),HH;MM
GB257-baur1253,baur1253,GB257,1,GB257-1,"(Autotranslated from HG213:* -> GB257:*, given [1] HG213. Polar questions: intonation only)","g_Danielsen_Baure[370, 348]","Danielsen 2007: p370; Danielsen (2007:370, 348)",AS;CB;MM;OK;PE
GB257-bawm1236,bawm1236,GB257,0,GB257-0,They are marked by a final particle.,"g_Reichle_Bawm[22, 73-74]","Reichle (1981:22, 73-74)",RHA
GB257-bayb1234,bayb1234,GB257,0,GB257-0,,s_Rubino_Utudnon[323],Rubino (2005:323),RHA
GB257-bayo1255,bayo1255,GB257,?,,"Diagne (2009:67, 204) describes a situation where there is a change in pitch, but it is not clear if it is to be analyzed as a tonal particle or intonation.","g_Diagne_Bayot[67, 204, 279]","Diagne 2009:67, 204, 279",HS
GB257-bebe1248,bebe1248,GB257,1,GB257-1,,g_Djomeni_Bembele[171],Djomeni (2014:171),CAO
GB257-beel1236,beel1236,GB257,?,,Not mentioned,hs_Schuh_Bole-Tangale[17-31];typ_Zoch_Bole-Tangale[1-317],"Schuh (1978:17-31), Zoch (2014:1-317)",ER
GB257-beem1239,beem1239,GB257,?,,Not mentioned,g_Kouarata_Beembe[1-139],Kouarata (2015: 1-139),NL
GB257-beka1241,beka1241,GB257,1,GB257-1,,g_Sudarsono_Bakatik[415-416],Sudarsono 2002:415-416,KSA
GB257-bekw1241,bekw1241,GB257,0,GB257-0,,g_Stanford_Bekwarra[85],Stanford 1967:85,RK
GB257-bekw1242,bekw1242,GB257,1,GB257-1,,s_Cheucle_Bekwel[109],Cheucle (2008:109),JK
GB257-bela1254,bela1254,GB257,?,,not found,g_Byrila_Belaruskaja;g_SymaniecGoujon_Bielorussien,Byrila 1985: in passim; Symaniec and Goujon 1997: in passim,MM
GB257-belh1239,belh1239,GB257,?,,,s_Bickel_Belhare[546-570],Bickel (2003:546-570),JK
GB257-beli1257,beli1257,GB257,0,GB257-0,,s_Koletal_Beli[81],Kol et al. (2013:81),NH
GB257-beli1260,beli1260,GB257,1,GB257-1,,g_Decker_Kriol[94],Decker 2006:94,JW;ML
GB257-bell1243,bell1243,GB257,0,GB257-0,,g_Nater_BellaCoola[128],Nater (1984:128),BHR
GB257-belu1239,belu1239,GB257,?,,Not mentioned,s_Schebesta_Belueli[368-375],Schebesta (1953:368-375),ER
GB257-bemb1257,bemb1257,GB257,0,GB257-0,,s_Mann_Icibemba[49],Mann (1997:49),IC
GB257-bena1262,bena1262,GB257,1,GB257-1,,g_Morrison_Bena[381-382],Morrison 2011:381-382,HS
GB257-beng1282,beng1282,GB257,1,GB257-1,,g_MacKey_Benga[105],Nassau (1892:105),JK
GB257-bent1238,bent1238,GB257,0,GB257-0,,g_Heath_Ben-Tey_2013[275-276],Heath (2013:275-276),LR
GB257-bera1262,bera1262,GB257,?,,"The only source is very brief, very few example sentences no glossing.",s_Collins_Berau-Malay,Collins 1994:in passim,JLA
GB257-berb1259,berb1259,GB257,1,GB257-1,,g_Kouwenberg_Berbice[34],Kouwenberg (1994:34),JW
GB257-berj1234,berj1234,GB257,1,GB257-1,,g_Juwon_Ewen[57],Juwon (2011:57),NH
GB257-bert1248,bert1248,GB257,?,,Polar interrogatives not mentioned,typ_Andersen_Berta;typ_Andersen_Berta_Verbal;w_Andersen_Berta,Andersen (1995); Andersen (1993); Andersen (2003),HH
GB257-beta1252,beta1252,GB257,0,GB257-0,,g_Ikranagara_Melayu-Betawi_1975[41],Ikranagara (1975:41),TY
GB257-beto1236,beto1236,GB257,0,GB257-0,Presumably not but intonation is hardly covered in the source materials,s_Zamponi_Betoi[38-39],Zamponi (2003:38-39),HH
GB257-betu1237,betu1237,GB257,?,,,hvs_Garapati_Gondi[1-346];s_Achar_Gondi[1-279];s_Chenevix_Gondi-Betul[1-99],Achar 1971:1-279; Chenevix Trench 1919:1-99; Garapati 2008:1-346,JV
GB257-bezh1248,bezh1248,GB257,0,GB257-0,,s_KibrikTestelec_Bezhta[293-294],Kibrik (2004:293-294),NH
GB257-bhoj1244,bhoj1244,GB257,?,,,g_Shukla_Bhojpuri[311-312],Shukla (1981:311-312),EJ
GB257-biaf1240,biaf1240,GB257,0,GB257-0,,s_Wilson_Biafada[83],Wilson 1993:83,RK
GB257-bian1252,bian1252,GB257,0,GB257-0,Chapter 6 (Biangai sentences),s_DubertDubert_Biangai[49-52],Dubert and Dubert 1978:49-52,ER
GB257-biao1253,biao1253,GB257,?,,Not mentioned.,g_LiangZhang_Biao[1-297],(Liang & Zhang 2002:1-297),HDS
GB257-biao1254,biao1254,GB257,0,GB257-0,,s_Mao_Yao[268-270],Mao (2004:268-270),MY
GB257-biao1256,biao1256,GB257,0,GB257-0,,s_Mao_Yao[268-270],Mao (2004:268-270),MY
GB257-biat1246,biat1246,GB257,1,GB257-1,"This is not explicity acknowledged. There are no markers, no tone, no special word order, no V-NEG-V. Assumed to be marked via intonation. ",hvs_Omar_Malay-Malaysia[479],Omar 1983:479,JLA
GB257-bidy1244,bidy1244,GB257,1,GB257-1,,,"Segerer, G (2013 p.c.)",HS
GB257-bier1244,bier1244,GB257,1,GB257-1,,g_Budd_Bierebo[290],Budd 2009:290,JLA
GB257-bign1238,bign1238,GB257,1,GB257-1,,g_Dodd_Venen-Taut[232],Dodd (2014: 232),JLA
GB257-biha1246,biha1246,GB257,0,GB257-0,Marked only with question particle.,g_Nguyen_Bih[140],Nguyen (2013:140),MY
GB257-bila1255,bila1255,GB257,?,,Has to be investigated.,,"Constance Kutsch Lojenga, p.c. 2016",JLE
GB257-bilb1241,bilb1241,GB257,1,GB257-1,,s_Dempwolff_Bilibili[244],Dempwolff 1909:244,KSA
GB257-bili1250,bili1250,GB257,1,GB257-1,,g_MeakinsNordlinger_Bilinarra[305-306],Meakins & Nordlinger (2014:305-306),HH
GB257-bili1260,bili1260,GB257,0,GB257-0,,"g_Reinisch_Bilin[614, 663-665]","Reinisch (1882:614, 663-665)",JN
GB257-bimi1240,bimi1240,GB257,?,,,"s_Weber_Bimin[21, 41-46, 90]","Weber (1997:21, 41-46, 90)",HPG;JK
GB257-bina1277,bina1277,GB257,0,GB257-0,,s_Wilson_Binandere_Verbal[30],Wilson (2002:30),EJ
GB257-bini1246,bini1246,GB257,1,GB257-1,"Here examples of the same declarative and interrogative sentences are provided. It can be noticed that no interrogative particles are used in these sentences, but that the difference between the same declarative and interrogative sentence  rests on intonation (indicated by ?) and tone.",g_Dunn_Bini[18],Dunn (1968:18),GB
GB257-binu1244,binu1244,GB257,?,,There is no data on polar interrogation.,sd_Otanes_Binukid,Otanes 1992:in passim,KSA
GB257-bira1253,bira1253,GB257,1,GB257-1,,s_SavaTosco_Ongota[106],Sava and Tosco (2000: 106),RHE
GB257-biri1256,biri1256,GB257,1,GB257-1,"(Autotranslated from HG213:* -> GB257:*, given [1] HG213. Polar questions: intonation only)",s_Terrill_Biri[56],Terrill 1998:56,HunterGatherer
GB257-birr1240,birr1240,GB257,?,,,s_Santandrea_Birri[217-218],Santandrea (1966: 217-218),JLE
GB257-bisl1239,bisl1239,GB257,1,GB257-1,,g_Crowley_Bislama[147-149],Crowley 2004:147-149,NP
GB257-bisu1244,bisu1244,GB257,?,,No mention,g_Shixuan_Bisu[131],Shixuan (2001:131),BHR
GB257-bitt1240,bitt1240,GB257,1,GB257-1,,g_Gao_Buxing[132],Gao 2004:132,JY
GB257-biwa1243,biwa1243,GB257,?,,,"s_McElvenny_Mudukumo[12-13, 45]","McElvenny (2006: 12-13, 45)",AR
GB257-blab1237,blab1237,GB257,1,GB257-1,,g_Voica_Blanga[290],Voica 2018:290,JLA
GB257-blan1242,blan1242,GB257,0,GB257-0,,s_Giaphong_Plang[113],Suchada (2004:113),JLA
GB257-bobo1255,bobo1255,GB257,?,,,s_Mead_Bobongko[61-92],Mead 2001:61-92,ML
GB257-bodo1267,bodo1267,GB257,?,,,s_Griffiths_Gutob[644],Ario Griffiths (2008:644): Gutob. In G. D. S. Anderson (ed.) The Munda Languages. Routledge Language Family Series. London: Routledge. 633-681.,TWI
GB257-bodo1269,bodo1269,GB257,1,GB257-1,,s_Brahma_Bodo-Dimasa[299-300],Brahma (2013:299-300),EJ;JK
GB257-bodo1272,bodo1272,GB257,?,,,typ_Santandrea_Bodo[82-99],Santandrea (1963:82-99),JLA
GB257-boht1238,boht1238,GB257,?,,No description/examples of polar interrogation.,g_Fox_Aramaic-Bohtan[1-115],Fox (2009:1-115),JG
GB257-boka1249,boka1249,GB257,?,,Not mentioned.,s_Megu_Bokar;s_Ouyang_Luoba,Ouyang 1985: in passim; Megu 1990: in passim,JY
GB257-bola1250,bola1250,GB257,1,GB257-1,,g_vandenBergWiebe_Bola[228-230],van den Berg 2019:228-230,JSA
GB257-bolg1251,bolg1251,GB257,?,,Not mentioned.,hs_deRendinger_Centre-Africain[179-184],De Rendinger (1949: 179-184),JLE
GB257-boli1256,boli1256,GB257,?,,,g_Ehrman_Bolinao[1-296],Ehrman 1969:1-296,CMG
GB257-bolo1262,bolo1262,GB257,?,,Not mentioned.,hvs_Stapleton_Congo;s_Mangulu_Boloki,Mangulu (2002: passim); Stapleton (1903: passim),JLE
GB257-boly1239,boly1239,GB257,?,,,g_Li_Lai[171-172],Li 1999:171-172,JY
GB257-bomb1262,bomb1262,GB257,?,,Not mentioned.,s_Mangulu_Ebuku[13-32],Mangulu (1990: 13-32),JLE
GB257-bomk1234,bomk1234,GB257,0,GB257-0,,st_Pichl_Krim[40],Pichl (1972:40),SPI
GB257-bona1250,bona1250,GB257,0,GB257-0,Not mentioned.,g_Fried_Baoan-Tu[258-260],Fried (2010:258-260); Fried (2010:258-260),MM;NH;TWI
GB257-bond1245,bond1245,GB257,0,GB257-0,,s_Fernandez_Remo_1969[51],Fernandez (1969:51),TWI
GB257-bond1247,bond1247,GB257,?,,,s_Merlevede_Bondei[4-107];sd_Woodward_Boondei,Woodward 1882:iii-236; Merlevede 1995:4-107,JV
GB257-bong1284,bong1284,GB257,?,,Not mentioned.,s_Mangulu_Bongili,Mangulu (2008),JLE
GB257-bong1285,bong1285,GB257,?,,It is stated that the question particle is sparingly used. From the examples it is not clear what other means indicate interrogation.,s_Santandrea_Bongo[48],Santandrea (1963: 48); Santandrea (1963:48),JLE;MM;NH
GB257-bong1289,bong1289,GB257,1,GB257-1,124 vs. 125,s_Boutin_Banggi[40];s_Boutin_Banggi_Clause[40],Boutin 1988: 40,CMG
GB257-bora1263,bora1263,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",g_Seifart_Mirana[69],Seifart 2005:69,HunterGatherer
GB257-bord1248,bord1248,GB257,1,GB257-1,,g_Forster_Paya-Kuna[25],Forster (2011:25),RHE
GB257-bori1243,bori1243,GB257,0,GB257-0,,g_Lalrempuii_Adi[73],Lalrempuii 2005:73,JLA
GB257-boro1277,boro1277,GB257,0,GB257-0,,"g_Lamberti_Boro[95-96, 200-202]","Lamberti (1993:95-96, 200-202)",EJ
GB257-boro1282,boro1282,GB257,1,GB257-1,,g_Crowell_Bororo[74-84],Crowell (1979:74-84),JG
GB257-boru1252,boru1252,GB257,1,GB257-1,,"s_Quesada_Boruca_1994[27, 30, 31];wt_Rojas_Brunkajk[45-77]","Quesada (1994:27, 30, 31); Maroto (1999:45-77)",RHE
GB257-boto1242,boto1242,GB257,0,GB257-0,,s_Antworth_Botolan-Sambal[47-48],Antworth 1979:47-48,JSA
GB257-boun1243,boun1243,GB257,1,GB257-1,,g_Elders_Kulango[512],Elders (2008: 512),GB
GB257-boun1245,boun1245,GB257,?,,,ssoc_MerlanRumsey_KuWaru[327],Merlan & Rumsey 1991:327,NP
GB257-brah1256,brah1256,GB257,1,GB257-1,,s_Elfenbein_Brahui[410-411],Elfenbein 1998: 410-411,MH;MM
GB257-bret1244,bret1244,GB257,0,GB257-0,,g_Press_Breton[103-104],Press 1986: 103-104,MM
GB257-brib1243,brib1243,GB257,1,GB257-1,,g_Constenla_Bribri[18],Constenla (1998:18ff),RHE
GB257-bube1242,bube1242,GB257,0,GB257-0,,s_Juanola_Bubi[57-59],Juanola 1890:57-59,JK
GB257-bubi1250,bubi1250,GB257,?,,,g_Mickala_Pove[1-613];s_vanderVeen_Pouvi[1-51],Van der Veen 1986:1-51; Mickala-Manfoumbi 1994:1-613,JV
GB257-budu1248,budu1248,GB257,1,GB257-1,,s_Alekseev_Budukh[278-279],Alekseev (1994:278-279),NH
GB257-budu1265,budu1265,GB257,0,GB257-0,,g_Lukas_Buduma[78-79],Lukas (1939:78-79),JN
GB257-budz1238,budz1238,GB257,1,GB257-1,,s_Toulmond_Ebudja[501],Toulmond 1937:501,JV
GB257-buga1247,buga1247,GB257,0,GB257-0,,s_Li_Bugan[153],Li (1996:153),MY
GB257-buga1250,buga1250,GB257,1,GB257-1,,g_Eckermann_Bukawa[176-177],Eckermann 2007:176-177,ML
GB257-bugh1239,bugh1239,GB257,?,,Not discussed,hvld_Codrington_Melanesian;s_Ivens_Bugotu,Codrington 1885; Ivens 1933,NP
GB257-bugi1244,bugi1244,GB257,1,GB257-1,,s_Valls_Bugis[40],Valls 2014:40,JLA
GB257-bugl1243,bugl1243,GB257,1,GB257-1,,g_Quesada_Buglere[29],Quesada (2012:29),RHE
GB257-bugu1246,bugu1246,GB257,0,GB257-0,,"s_Dondrup_Bugun[9,16,19-20]","Dondrup 1990:9,16,19-20",JK
GB257-buhu1237,buhu1237,GB257,?,,,s_Sadileutu_Buhutu[77-78],Sadileutu and Bania and Hafford 2015:77-78,JSA
GB257-bujh1238,bujh1238,GB257,1,GB257-1,,g_Regmi_Bhujel[316-317],Regmi (2007:316-317),BHR
GB257-buka1257,buka1257,GB257,1,GB257-1,"This is not explicity acknowledged. There are no markers, no tone, no special word order, no V-NEG-V. Assumed to be marked via intonation. There is an emphasis marker, also glossed as a question particle, however, it's function serves to emphasis the topic in question, not to mark the question construction itself.",hvs_Omar_Malay-Malaysia[458-459],Omar 1983:458-459,JLA
GB257-bula1255,bula1255,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",s_Breen_Bularnu_1988[95],Breen 1988:95,HunterGatherer
GB257-bull1247,bull1247,GB257,1,GB257-1,,g_Childs_Mani[215-216],Childs (2011:215-216),SPI
GB257-bulo1242,bulo1242,GB257,0,GB257-0,,g_Bon_Stieng[423-424],Bon 2014:423-424,JV
GB257-bulu1251,bulu1251,GB257,0,GB257-0,,s_Ndi_Bulu[33-34],Ndi 2001:33-34,JV
GB257-buna1276,buna1276,GB257,1,GB257-1,,s_Hughes_Bunama-Clauses[32-33],Hughes_Clauses (no date:32-33),JG
GB257-bund1253,bund1253,GB257,1,GB257-1,,g_Jaiswal_Bundeli[164],Jaiswal 1962:164,JI;NK
GB257-buol1237,buol1237,GB257,?,,Polar interrogatives are not addressed in this grammar.,s_Zobel_Buol,Zobel 2005;in passim,SR
GB257-bura1292,bura1292,GB257,?,,Polar interrogation is not discussed.,g_Hoffmann_Bura[163-180],Hoffmann (1955:163-180),JN
GB257-bure1242,bure1242,GB257,0,GB257-0,,s_Batic_Bure_2014[86],Batic (2014:86),KS
GB257-burj1242,burj1242,GB257,0,GB257-0,"The question particle Ping is always employed to form interrogative clauses with rising intonation. If a clause contains this particle, it has a rising intonation at PF level. The particle is free to occur in a position after the subject and before the main verb.",g_Assefa_Burji[259-262],Assefa (2015:259-262),IC
GB257-burm1264,burm1264,GB257,?,,Polar interrogation not treated,s_Donohue_Burmeso,Donohue (2001),HH
GB257-buru1296,buru1296,GB257,1,GB257-1,,g_Munshi_Burushaski;g_Yoshioka_Eastern-Burushaski[30],"Yoshioka 2012:30; Munshi, Sadaf. (2006) Jammu and Kashmir Burushaski: language, lan- guage contact, and change. University of Texas at Austin doctoral dissertation.  147",HS;JC;MM
GB257-buru1320,buru1320,GB257,0,GB257-0,,g_Kiessling_Burunge[212-218],Kießling (1994:212-218),EJ
GB257-busa1253,busa1253,GB257,1,GB257-1,Questions can be marked by a clause-final affix or by intonation.,g_Jones_BokoBusa[282];g_Wedekind_Busa[28],Jones (1998:282); Wedekind (1972:28),JY;KS
GB257-bush1247,bush1247,GB257,1,GB257-1,"The author states that polar interrogation is marked by a ""raise of the tone of the voice"". However, tone is not otherwise discussed in the grammar. ",sd_Edmiston_Bushonga[204],Edmiston (1940:204),ER
GB257-buta1242,buta1242,GB257,?,,Not discussed,s_Laufer_Butam,Laufer 1959,RSC
GB257-buwa1243,buwa1243,GB257,0,GB257-0,Polar questions do not differ in their intonation from declarative clauses.,g_Viljoen_Buwal[497-500],Viljoen (2013:497-500),JN
GB257-bwai1242,bwai1242,GB257,?,,Nothing is documented on polar interrogation in Bwaidoka.,s_JennessBallantyne_Bwaidoga;s_JennessBallantyne_Bwaidoga_1926-1928;typ_Gibson_Bwaidoka,Jenness & Ballantyne 1928: in passim; Gibson 2014: in passim,KSA
GB257-bwat1240,bwat1240,GB257,?,,"Likely present, not explicitly discussed","sd_RivierreEhrhart_Bwatoo[214, 271, 321, 328]","Rivierre & Ehrhart 2006:214, 271, 321, 328",NP
GB257-byan1241,byan1241,GB257,1,GB257-1,,"g_Trivedi_Byansi[48-49, 83, 121];s_Sharma_Byangsi_2001[310]","Sharma (2001:310); Trivedi (1991:48-49, 83, 121)",JG
GB257-caac1237,caac1237,GB257,1,GB257-1,Only the higher final pitch distinguishes a yes/no question from an affirmative declarative clause.,styp_Cauchard_Caac[68],Cauchard (2014:68),SPI
GB257-cabe1245,cabe1245,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",s_Bourland_Cabecar[86],Bourland 1976:86,AS;CB;MM;PE
GB257-caca1249,caca1249,GB257,0,GB257-0,there is a interrogative clitic,g_Zariquiey_Kakataibo[373],Zariquiey 2018: 373,RZ
GB257-cacu1241,cacu1241,GB257,0,GB257-0,"(Autotranslated from HG213:* -> GB257:*, given [0] HG213. Polar questions: intonation only)",,Bolaños fieldnotes,HunterGatherer
GB257-cahu1264,cahu1264,GB257,1,GB257-1,"(Autotranslated from HG213:* -> GB257:*, given [1] HG213. Polar questions: intonation only). (Autotranslated from HG213:* -> GB257:*, given [1] HG213. Polar questions: intotion only)",g_Seiler_Cahuilla_1981[21-27],Sauvel & Munro 1981:21-27,AS;CB;MM;PE;RSC
GB257-cakf1236,cakf1236,GB257,0,GB257-0,,"st_JungraithmayrDiyakal_Mushere[11, 58, 60, 67]","Jungraithmayr (2008:11, 58, 60, 67)",JG
GB257-cald1236,cald1236,GB257,?,,"Rising intonation seems to be restricted only to emphatic questions, but there is not enough data or examples to tell.",hsdial_Carpenter_Ecuadorian-Quichua[346],Carpenter 1982: 346,JM
GB257-caml1239,caml1239,GB257,1,GB257-1,,s_Ebert_Camling[53],Ebert (1997:53),EJ
GB257-camp1261,camp1261,GB257,1,GB257-1,,g_Jones_Sardinian[24],Jones 1993: 24,MM
GB257-cams1241,cams1241,GB257,0,GB257-0,,typ_Jamioy_Kamentsa_1999[281],Jamioy (1999:281),HH
GB257-cane1242,cane1242,GB257,0,GB257-0,,s_PopjesPopjes_Canela-Kraho[153],Popjes & Popjes (1986:153),EJ
GB257-cani1243,cani1243,GB257,?,,Polar interrogation not treated,s_Crevels_Canichana,Crevels (2012),HH
GB257-caom1238,caom1238,GB257,1,GB257-1,,g_Wu_Sanjiang-Kam[224],Wu (2015:224),JLA
GB257-capa1241,capa1241,GB257,0,GB257-0,,sd_LoosLoos_Capanahua[24-25],Loos and Loos 1998: 24-25,JM;RZ
GB257-cari1276,cari1276,GB257,?,,no information,sv_Villerius_Surinamese-Javanese,Villerius 2019: in passim,MM
GB257-carn1240,carn1240,GB257,1,GB257-1,,"g_Braine_Nicobarese[21, 145, 148]","Braine (1970:21, 145, 148)",JLA
GB257-caro1242,caro1242,GB257,?,,No mention,s_Fritz_Zentralkarolinische,Fritz 1911,RSC
GB257-casi1235,casi1235,GB257,?,,,s_HeadlandHealey_Casiguran[1-54];sd_HeadlandHeadland_Dumagat[1-54],Headland and Healey 1974:1-54,LS
GB257-cata1286,cata1286,GB257,?,,,"s_Voorhis_Catawba[260-261, 269]","Voorhis (2003:260-261, 269)",JG
GB257-cavi1250,cavi1250,GB257,0,GB257-0,,"g_Guillaume_Cavinena[43, 100]","Guillaume (2008:43, 100)",OK
GB257-cayu1262,cayu1262,GB257,1,GB257-1,,s_Key_Cayuvava[20],Key (1967:20),HH
GB257-cemu1238,cemu1238,GB257,1,GB257-1,"Rivierre believes that word-tone is raised (i.e. in a higher register) in polar interrogation, but the examples and explanation he gives appear to point to intonational processes.",g_Rivierre_Touho[216-217],Rivierre 1980:216-217,NP
GB257-cent1989,cent1989,GB257,?,,Unclear if 'polar questions can be unmarked' means that they are marked by tone but unmarked in all other senses,g_Haiman_Cambodian[232],(Haiman 2011: 232),KA
GB257-cent1990,cent1990,GB257,1,GB257-1,,"s_Rajasingh_Muot[39-40, 44]","Rajasingh (2016:39-40, 44)",BHR
GB257-cent1992,cent1992,GB257,0,GB257-0,,"st_Vogel_Phnong[140, 143]","Vogel (2006:140, 143)",BHR
GB257-cent2004,cent2004,GB257,0,GB257-0,Polar interrogation marked with question particle.,g_Wiersma_Bai[199],Wiersma (1990:199),MY
GB257-cent2050,cent2050,GB257,0,GB257-0,,g_Hutchison_Kanuri_1976[240-246],Hutchison 1976:240-246,RK
GB257-cent2058,cent2058,GB257,?,,Not discussed.,s_Ivens_Lotora[679-698],Ivens (1940:679-698),JW
GB257-cent2084,cent2084,GB257,0,GB257-0,,s_Healey_Agta[92],Healey 1960:92,ED
GB257-cent2087,cent2087,GB257,1,GB257-1,,g_Mintz_Bikol[104],Mintz 1971: 104,MM
GB257-cent2090,cent2090,GB257,0,GB257-0,,sd_Scebold_Central-Tagbanwa[75],Scebold (2003:75),RHA
GB257-cent2091,cent2091,GB257,0,GB257-0,,g_Revel-MacDonald_Palawan[128],Revel-MacDonald 1979: 128  ,MM
GB257-cent2100,cent2100,GB257,1,GB257-1,,s_Price_Bundu-Dusun[12],Price (2007:12),JG
GB257-cent2126,cent2126,GB257,0,GB257-0,,"g_Loveless_Okinawan[90-93, 98-100, 220-221];s_Shimoji_Northern-Ryukyuan[373]","Loveless (1963: 90-93, 98-100, 220-221); Shimoji (2012:373)",JP;MM;NH
GB257-cent2127,cent2127,GB257,1,GB257-1,,g_Miyaoka_CAlaskanYupik[170],Miyaoka (2012:170),BHR
GB257-cent2131,cent2131,GB257,0,GB257-0,,g_Cohen_Tarahumara[293-294],Cohen 1998:293-294,JV
GB257-cent2140,cent2140,GB257,?,,No mention,"g_Freeland_Central-Sierra-Miwok[44-45, 169]","Freeland (1951:44-45, 169)",BHR
